"var1";"var2";"N";"E";"PRR";"QUANT_05";"ebgm";"QUANT_95"
"XPOVIO";"ANAEMIA";55;2,94422;18,9;14,62;18,36;22,82
"CARVEDILOL";"BRADYCARDIA";10;0,3428715;29,38;14,61;25,69;42,71
"DUPIXENT";"EYELIDS PRURITUS";21;0,9382287;29,87;14,61;21,29;30,18
"REPATHA";"DRUG DOSE OMISSION BY DEVICE";40;2,04194;21,91;14,61;19,11;24,65
"ALEMTUZUMAB";"DYSSTASIA";13;0,501510882481367;26,41;14,6;23,75;36,94
"PREVACID";"DYSURIA";28;1,338466;21,61;14,6;20,17;27,31
"ADVAIR DISKUS";"EXPIRED PRODUCT ADMINISTERED";18;0,772889706665045;23,74;14,59;21,94;31,97
"NIVOLUMAB";"IMMUNEMEDIATED HEPATITIS";8;0,2282073;40,85;14,59;28,49;51,86
"SALBUTAMOL";"EOSINOPHIL COUNT INCREASED";7;0,1630384;44,06;14,59;31,96;62,78
"LOPERAMIDE";"TOXICITY TO VARIOUS AGENTS";14;0,5557267;25,27;14,57;23,26;35,6
"LUMIGAN";"EYE IRRITATION";19;0,8292692;23,19;14,57;21,66;31,25
"MIRENA";"PELVIC INFLAMMATORY DISEASE";6;0,09768056;82,75;14,57;39,54;85,28
"XOLAIR";"URTICARIA";470;29,82704;17,69;14,57;15,73;16,96
"LAMOTRIGINE";"FOETAL EXPOSURE DURING PREGNANCY";52;2,771947;19,18;14,56;18,41;23,03
"LOPERAMIDE";"INTENTIONAL OVERDOSE";9;0,2885123;31,31;14,56;26,69;46,03
"OPSUMIT";"UNEVALUABLE EVENT";151;8,998731;18,37;14,56;16,68;19,03
"ORENITRAM";"FLUID OVERLOAD";9;0,2885384;31,85;14,56;26,69;46,03
"VELETRI";"DEVICE MALFUNCTION";23;1,055528;22,21;14,55;20,83;29,08
"HUMIRA";"ADVERSE FOOD REACTION";21;0,9439181;96,61;14,53;21,17;30
"HYDROXYCHLOROQUINE";"RHEUMATOID ARTHRITIS";43;2,232513;19,46;14,53;18,83;24,06
"QUETIAPINE FUMARATE";"COMPLETED SUICIDE";36;1,815366;20,03;14,53;19,29;25,22
"XYREM";"FEELING DRUNK";10;0,3446507;31,73;14,53;25,56;42,5
"MEPOLIZUMAB";"BRONCHIECTASIS";9;0,2892292;32,47;14,52;26,62;45,93
"OCREVUS";"GENITAL HERPES";7;0,1633295;48,96;14,52;31,89;62,68
"RESTASIS";"EXPIRED PRODUCT ADMINISTERED";37;1,875336;20,53;14,52;19,21;25,02
"GLATIRAMER ACETATE";"MULTIPLE SCLEROSIS RELAPSE";6;0,09776963;61,58;14,5;39,5;85,22
"REPOSITORY CORTICOTROPIN INJECTION";"INSOMNIA";18;0,7773496;23,22;14,5;21,82;31,79
"MEPOLIZUMAB";"OBSTRUCTIVE AIRWAYS DISORDER";17;0,7230729;24,26;14,49;22,07;32,5
"PREVACID";"RENAL TUBULAR NECROSIS";10;0,3458237;30,27;14,49;25,48;42,36
"SERTRALINE";"COLITIS MICROSCOPIC";10;0,3458628;30,98;14,49;25,48;42,36
"AFINITOR";"METASTASES TO LIVER";18;0,779511086684031;24,03;14,47;21,76;31,71
"FENTANYL CITRATE";"INCORRECT ROUTE OF PRODUCT ADMINISTRATION";12;0,4530801;26,93;14,47;24,05;38,1
"NIRAPARIB";"WHITE BLOOD CELL COUNT DECREASED";50;2,668403;19,04;14,47;18,38;23,09
"BYDUREON BCISE";"INJECTION SITE PAIN";198;12,10889;16,87;14,46;16,28;18,27
"FLUOROURACIL";"LEUKOPENIA";19;0,8360731;23,04;14,46;21,49;31,01
"LEVETIRACETAM";"RHABDOMYOLYSIS";31;1,527484;21,21;14,46;19,65;26,22
"OPDIVO";"ENTEROCOLITIS";14;0,5603647;27,33;14,46;23,07;35,32
"SANDOSTATIN";"MUSCULOSKELETAL PAIN";15;0,6145631;24,58;14,46;22,68;34,23
"SINGULAIR";"BLOOD COUNT ABNORMAL";12;0,453797;26,75;14,45;24,02;38,05
"DUODOPA";"MOTOR DYSFUNCTION";14;0,5616703;26,49;14,43;23,02;35,25
"TRASTUZUMAB";"MUCOSAL INFLAMMATION";16;0,6704734;24,45;14,43;22,3;33,22
"VENTOLIN HFA";"PRODUCT STORAGE ERROR";34;1,708731;20,26;14,43;19,33;25,45
"XOLAIR";"INCREASED BRONCHIAL SECRETION";15;0,616049;29,42;14,43;22,63;34,15
"EMGALITY";"THERAPEUTIC RESPONSE SHORTENED";51;2,740691;19,91;14,41;18,26;22,88
"FULVESTRANT";"THROMBOCYTOPENIA";27;1,297197;21,02;14,41;20,05;27,29
"QBREXZA";"DRY EYE";7;0,1638227;42,99;14,41;31,76;62,51
"CUVITRU";"EAR INFECTION";24;1,124853;21,92;14,4;20,44;28,34
"HUMIRA";"DEVICE ISSUE";2410;161,7946;29,99;14,4;14,89;15,4
"METFORMIN TABLET";"FOETAL EXPOSURE DURING PREGNANCY";10;0,3477007;28,89;14,4;25,34;42,15
"ZOFRAN";"GASTROOESOPHAGEAL REFLUX DISEASE";10;0,3480135;28,89;14,39;25,32;42,11
"BORTEZOMIB";"THROMBOCYTOPENIA";42;2,195689;19,43;14,38;18,69;23,96
"DUODOPA";"FEAR";24;1,125804;22,44;14,38;20,43;28,32
"IBUPROFEN";"SUSPECTED SUICIDE";40;2,075325;20,47;14,38;18,81;24,25
"QUETIAPINE";"TOXICITY TO VARIOUS AGENTS";157;9,496102;17,1;14,38;16,44;18,71
"RISPERIDONE";"POLYURIA";8;0,230358;36;14,38;28,18;51,41
"JARDIANCE";"URINE ODOUR ABNORMAL";11;0,4029396;29,29;14,37;24,49;39,66
"XIIDRA";"PRODUCT CONTAINER ISSUE";10;0,3484632;29,51;14,37;25,29;42,06
"GRALISE";"PRODUCT USE IN UNAPPROVED INDICATION";13;0,5103481;25,51;14,36;23,36;36,34
"GLIVEC";"WHITE BLOOD CELL COUNT INCREASED";13;0,5109194;25,84;14,35;23,33;36,29
"MABTHERA";"AGRANULOCYTOSIS";8;0,2306838;35,42;14,35;28,14;51,34
"OLANZAPINE";"CONGESTIVE CARDIOMYOPATHY";7;0,1641116;44,77;14,35;31,69;62,41
"QUETIAPINE";"SEROTONIN SYNDROME";17;0,7299811;24,44;14,35;21,86;32,2
"CLOZARIL";"RED CELL DISTRIBUTION WIDTH INCREASED";9;0,2924834;32,51;14,34;26,31;45,45
"LOSARTAN";"FOETAL EXPOSURE DURING PREGNANCY";27;1,303877;20,95;14,34;19,95;27,15
"LOVENOX";"INJURY ASSOCIATED WITH DEVICE";6;0,09798469;62,02;14,34;39,38;85,06
"TRILUMA";"SKIN BURNING SENSATION";14;0,5655219;24,81;14,34;22,87;35,01
"JANUVIA";"METASTASES TO LIVER";9;0,2925572;31,38;14,33;26,31;45,44
"LANSOPRAZOLE";"CHOLESTASIS";9;0,292592;31,25;14,33;26,3;45,44
"TENOFOVIR DISOPROXIL";"FOETAL EXPOSURE DURING PREGNANCY";18;0,7871557;23,05;14,33;21,56;31,41
"WOMENS ROGAINE UNSCENTED";"ALOPECIA";55;3,003865;18,45;14,33;18;22,37
"CAPECITABINE 500MG";"PALMARPLANTAR ERYTHRODYSAESTHESIA SYNDROME";6;0,09800424;61,81;14,32;39,37;85,05
"XARELTO";"POST PROCEDURAL HAEMORRHAGE";39;2,023718;23,02;14,32;18,8;24,31
"BOTOX COSMETIC";"SKIN WRINKLING";10;0,3498122;33,11;14,31;25,19;41,91
"DYSPORT";"DYSPHAGIA";12;0,4582482;26,34;14,31;23,79;37,7
"LEFLUNOMIDE";"TENOSYNOVITIS";6;0,09802814;64,24;14,31;39,36;85,03
"EMGALITY";"INJECTION SITE PRURITUS";69;3,887871;18,92;14,29;17,51;21,27
"RAMIPRIL";"HYPONATRAEMIA";30;1,486608;20,63;14,29;19,52;26,16
"TRACLEER";"OXYGEN SATURATION DECREASED";26;1,24989;21,17;14,29;20,01;27,4
"BEDAQUILINE";"NEUROPATHY PERIPHERAL";11;0,4053206;27,26;14,28;24,36;39,44
"PROACTIV MD ADAPALENE ACNE TREATMENT";"SENSITIVE SKIN";701;46,06066;91,89;14,28;15,2;16,17
"METFORMIN";"HYPOVOLAEMIA";11;0,4057746;29,92;14,26;24,33;39,39
"METHOTREXATE TRADE NAME UNKNOWN";"BLOOD PRESSURE DIASTOLIC DECREASED";14;0,5684155;25,8;14,26;22,76;34,85
"SYMKEVI";"LOWER RESPIRATORY TRACT INFECTION";9;0,2938368;30,75;14,26;26,19;45,26
"ACTEMRA";"EPIGASTRIC DISCOMFORT";13;0,514590714861392;27,67;14,25;23,17;36,05
"AMLODIPINE BESYLATE";"HYPOTENSION";11;0,406233;27,14;14,25;24,3;39,35
"VORICONAZOLE";"DRUG RESISTANCE";9;0,2939867;31;14,25;26,17;45,24
"ATRIPLA";"VITAMIN D DEFICIENCY";7;0,1646091;43,9;14,24;31,57;62,25
"CABLIVI";"PLATELET COUNT DECREASED";8;0,2318395;34,61;14,24;27,97;51,11
"COPAXONE";"INJECTION SITE URTICARIA";17;0,7362375;24,1;14,24;21,69;31,93
"LERGIGAN PROMETHAZINE";"HALLUCINATION";18;0,7924562;22,96;14,24;21,42;31,2
"LEVEMIR";"BLOOD GLUCOSE INCREASED";17;0,7358421;23,22;14,24;21,7;31,95
"RASILEZ";"ANXIETY";9;0,294167;30,63;14,24;26,15;45,21
"YERVOY";"INTENTIONAL PRODUCT USE ISSUE";38;1,974727;19,41;14,24;18,76;24,34
"EPCLUSA";"INTENTIONAL DOSE OMISSION";19;0,8502651;23,24;14,22;21,14;30,51
"ASMANEX";"DEVICE MALFUNCTION";12;0,4617935;26,25;14,21;23,62;37,42
"TRULICITY";"ERUCTATION";30;1,495437;21,77;14,21;19,41;26,01
"UPTRAVI";"DYSPNOEA EXERTIONAL";47;2,531338;19,17;14,21;18,19;23,01
"DONEPEZIL";"AGGRESSION";10;0,3527927;28,64;14,19;24,98;41,58
"FLUOXETINE HYDROCHLORIDE";"COMPLETED SUICIDE";13;0,5165676;25,26;14,19;23,09;35,91
"JARDIANCE";"VULVOVAGINAL PRURITUS";8;0,2324652;37,67;14,17;27,88;50,98
"KYMRIAH";"HYPOTENSION";79;4,559965;17,61;14,17;17,12;20,54
"CARVEDILOL";"SUSPECTED SUICIDE";7;0,1649545;42,89;14,16;31,48;62,13
"IMBRUVICA";"ONYCHOCLASIS";25;1,203058;23,41;14,16;19,96;27,49
"ORENCIA";"ADVERSE EVENT";144;8,789;17,67;14,16;16,28;18,64
"ORENCIA";"BONE EROSION";15;0,6281231;26,79;14,16;22,21;33,52
"CONCERTA";"SUICIDAL IDEATION";13;0,5181621;25,28;14,15;23,02;35,81
"VECTIBIX";"SKIN DISORDER";8;0,232791;34,72;14,14;27,84;50,92
"ACTEMRA";"INFUSION RELATED REACTION";87;5,08873040251821;18,14;14,13;16,92;20,12
"HUMIRA";"POSTOPERATIVE ADHESION";15;0,6292788;138,02;14,13;22,17;33,46
"OXYCONTIN";"OVERDOSE";42;2,235302;18,95;14,13;18,36;23,54
"DIANEAL PD2 PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE";"DEATH";64;3,617848;17,75;14,12;17,43;21,33
"GABAPENTIN";"MEDICATION ERROR";43;2,298629;19,71;14,12;18,29;23,38
"JANUMET";"BLOOD GLUCOSE INCREASED";16;0,6863143;23,42;14,12;21,8;32,48
"SYNAGIS";"INGUINAL HERNIA";12;0,4645393;27,78;14,12;23,48;37,21
"ALEMTUZUMAB";"PLATELET COUNT DECREASED";36;1,871276;19,5;14,1;18,72;24,48
"AMPYRA";"MOBILITY DECREASED";196;12,28193;17,45;14,1;15,89;17,84
"PROACTIV MD ADAPALENE ACNE TREATMENT";"PAIN OF SKIN";1669;113,6274;74,65;14,1;14,68;15,28
"REMODULIN";"PULMONARY HYPERTENSION";24;1,149096;21,74;14,1;20,02;27,76
"REVLIMID";"PLASMA CELL MYELOMA";216;13,62808;20,48;14,09;15,78;17,63
"CLOZAPINE";"NEUTROPHIL COUNT INCREASED";15;0,6318986;24,99;14,08;22,08;33,33
"TRAMADOL";"DRUG ABUSE";42;2,246442;18,99;14,06;18,27;23,42
"GEMCITABINE";"CHOLESTASIS";9;0,2973886;30,75;14,05;25,85;44,75
"INBRIJA";"DEVICE ISSUE";78;4,534229;17,48;14,05;17;20,42
"CITALOPRAM";"TOXICITY TO VARIOUS AGENTS";71;4,085079;17,64;14,04;17,15;20,78
"METHOTREXATE TRADE NAME UNKNOWN";"PSORIATIC ARTHROPATHY";46;2,499497;19,04;14,04;18,03;22,85
"NIRAPARIB";"DECREASED APPETITE";88;5,183915;17,22;14,04;16,8;19,96
"RESTASIS";"OCULAR DISCOMFORT";15;0,6334193;24,85;14,04;22,03;33,25
"UPTRAVI";"HOSPITALISATION";119;7,22033;16,95;14,03;16,36;18,98
"VIREAD";"END STAGE RENAL DISEASE";17;0,7470602;23,08;14,03;21,38;31,48
"SOLIQUA 10033";"PRODUCT STORAGE ERROR";10;0,3568116;28,17;14,02;24,7;41,14
"MAKENA";"INJECTION SITE RASH";28;1,395877;21,18;14,01;19,36;26,21
"OPDIVO";"MALIGNANT NEOPLASM PROGRESSION";177;11,08594;16,87;14,01;15,89;17,95
"OZEMPIC";"BLOOD GLUCOSE DECREASED";36;1,88234;19,94;14,01;18,62;24,33
"IMBRUVICA";"BLOOD BLISTER";12;0,4687972;29,75;14;23,28;36,89
"PALYNZIQ";"INJECTION SITE SWELLING";18;0,806292;22,64;14;21,06;30,69
"RANITIDINE";"ANAPHYLACTIC REACTION";11;0,4135973;26,83;14;23,88;38,69
"REYVOW";"FEELING ABNORMAL";12;0,4688015;25,65;14;23,28;36,88
"MAKENA";"PRODUCT ADMINISTERED AT INAPPROPRIATE SITE";22;1,039956;22,41;13,99;20,2;28,4
"LANTUS SOLOSTAR";"BLOOD GLUCOSE DECREASED";31;1,580146;20,33;13,98;19,01;25,35
"NUPLAZID";"PRESCRIBED UNDERDOSE";17;0,7498083;23,27;13,98;21,31;31,37
"AFINITOR";"METASTASES TO BONE";15;0,636981971511556;24,52;13,97;21,91;33,08
"ATROVENT";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";17;0,7511291;22,73;13,96;21,27;31,32
"PROLIA";"FEMUR FRACTURE";34;1,768439;20,54;13,95;18,68;24,61
"YESCARTA";"APHASIA";9;0,2991482;30,43;13,95;25,69;44,51
"ATRIPLA";"RENAL FAILURE";51;2,83293;18,24;13,94;17,67;22,14
"COPAXONE";"INJECTION SITE MASS";36;1,893452;19,68;13,94;18,51;24,19
"SANDOSTATIN LAR DEPOT";"STRESS";57;3,214947;18,22;13,94;17,44;21,6
"AMPYRA";"HYPOKINESIA";48;2,646821;20,1;13,93;17,78;22,44
"SIMVASTATIN";"DRUG INTERACTION";44;2,394537;18,57;13,93;17,98;22,92
"ENZALUTAMIDE";"HOT FLUSH";32;1,649686;19,76;13,91;18,81;24,99
"FLUDARABINE";"NEUROTOXICITY";7;0,1660037;42,66;13,91;31,22;61,78
"ALEMTUZUMAB";"LEUKOPENIA";21;0,9875567;21,59;13,9;20,25;28,71
"KEYTRUDA";"ADRENAL INSUFFICIENCY";20;0,9292959;22,71;13,9;20,44;29,22
"CLOZAPINE";"COLITIS ISCHAEMIC";11;0,4168776;27,95;13,89;23,7;38,4
"ZANTAC 75";"ANXIETY";43;2,337853;18,5;13,89;17,99;22,99
"AMPYRA";"THERAPY CESSATION";316;20,67581;16,64;13,88;15,24;16,7
"FLECAINIDE";"TOXICITY TO VARIOUS AGENTS";14;0,5849755;24;13,88;22,14;33,9
"HUMIRA";"INJECTION SITE INDENTATION";66;3,810632;42,37;13,88;17,08;20,83
"ARAVA";"JOINT SWELLING";22;1,049254;21,1;13,87;20,02;28,16
"ELIQUIS";"TRAUMATIC HAEMORRHAGE";10;0,3605198;34,96;13,87;24,44;40,74
"PARACETAMOL";"HEPATIC FAILURE";25;1,22897;21,23;13,87;19,54;26,92
"VENCLYXTO";"LUNG DISORDER";10;0,3604394;27,94;13,87;24,45;40,75
"XOLAIR";"NO ADVERSE EVENT";351;23,10184;16,97;13,87;15,16;16,54
"XTANDI";"MALIGNANT NEOPLASM PROGRESSION";30;1,531655;19,77;13,87;18,95;25,4
"ZOLPIDEM TARTRATE";"COMPLETED SUICIDE";15;0,6420197;23,46;13,87;21,75;32,83
"CLOZAPINE";"SOPOR";18;0,8162024;23,12;13,84;20,81;30,32
"HUMALOG";"BLOOD GLUCOSE FLUCTUATION";11;0,4183656;27,89;13,84;23,62;38,27
"TENOFOVIR DISOPROXIL FUMARATE";"MATERNAL EXPOSURE DURING PREGNANCY";12;0,474315;25,42;13,84;23,02;36,48
"NIRAPARIB";"BLOOD PRESSURE INCREASED";66;3,827679;17,5;13,82;17;20,74
"QUETIAPINE";"PARKINSONISM";11;0,4189457;27,74;13,82;23,59;38,22
"ZOLEDRONIC ACID";"INFLUENZA LIKE ILLNESS";29;1,476203;19,93;13,82;18,99;25,58
"CLONAZEPAM";"ABNORMAL BEHAVIOUR";9;0,3015335;30,36;13,81;25,47;44,18
"DULOXETINE";"DRUG INTERACTION";32;1,662394;19,4;13,81;18,67;24,8
"FLOVENT HFA";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";29;1,479644;19,69;13,79;18,95;25,52
"LANTUS SOLOSTAR";"INCORRECT DOSE ADMINISTERED BY DEVICE";24;1,174739;21,21;13,79;19,59;27,16
"MYCOPHENOLATE MOFETIL";"POSTERIOR REVERSIBLE ENCEPHALOPATHY SYNDROME";12;0,4759964;26,59;13,79;22,94;36,35
"OFEV";"RETCHING";13;0,5323824;25,23;13,79;22,43;34,89
"SINGULAIR";"WHEEZING";17;0,7606332;22,56;13,79;21,01;30,94
"VENLAFAXINE";"FOETAL EXPOSURE DURING PREGNANCY";45;2,482196;18,48;13,79;17,75;22,57
"ETANERCEPT";"RHEUMATOID ARTHRITIS";35;1,853074;19,04;13,78;18,37;24,11
"INFLIXIMAB";"COLITIS ULCERATIVE";32;1,665707;19,93;13,78;18,63;24,75
"ACLIDINIUM BROMIDE";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";10;0,362905065312267;27,62;13,77;24,28;40,49
"QUETIAPINE";"INTENTIONAL SELFINJURY";54;3,061689;18,28;13,77;17,33;21,59
"REPATHA";"INCORRECT DISPOSAL OF PRODUCT";10;0,3630115;32,46;13,76;24,27;40,48
"CITALOPRAM";"SINUS TACHYCARDIA";8;0,2366579;34,85;13,75;27,29;50,15
"QBREXZA";"DYSPHAGIA";9;0,3025328;29,88;13,75;25,38;44,04
"ATEZOLIZUMAB";"FEBRILE NEUTROPENIA";34;1,795235;19,36;13,74;18,41;24,24
"REPOSITORY CORTICOTROPIN INJECTION";"HEART RATE INCREASED";9;0,302737;29,84;13,74;25,36;44,01
"ALEMTUZUMAB";"URINARY TRACT INFECTION";59;3,394956;17,59;13,73;17,11;21,11
"DIFFERIN GEL";"SKIN EXFOLIATION";42;2,302109;18,43;13,73;17,84;22,86
"EFAVIRENZ";"MATERNAL EXPOSURE DURING PREGNANCY";11;0,4216133;26,2;13,73;23,44;37,99
"PREDNISOLON";"GENERAL PHYSICAL HEALTH DETERIORATION";7;0,1667684;42,09;13,73;31,02;61,52
"VENLAFAXINE";"HOSTILITY";5;0,04131411;139,78;13,73;57,13;137,35
"FILGRASTIM";"NEUTROPHIL COUNT DECREASED";9;0,3030889;29,93;13,72;25,33;43,97
"SEMAGLUTIDE SEMAGLUTIDE 05MG0375ML INJ SOLN PEN 15ML";"VOMITING";23;1,120616;20,57;13,72;19,65;27,43
"ZOLPIDEM";"DRUG ABUSE";30;1,549655;19,58;13,72;18,74;25,11
"SYMBICORT";"DEVICE MALFUNCTION";25;1,24329;20,53;13,71;19,32;26,61
"MYCOPHENOLATE MOFETIL";"PRODUCT USE IN UNAPPROVED INDICATION";283;18,65606;15,65;13,7;15,12;16,66
"OCALIVA";"PRURITUS";100;6,118077;16,51;13,7;16,2;19,05
"OFEV";"FLATULENCE";35;1,862654;19,26;13,7;18,28;23,98
"XOLAIR";"NEEDLE ISSUE";123;7,663943;18,06;13,7;15,93;18,44
"ETOPOSIDE";"FEBRILE NEUTROPENIA";16;0,7083899;22,82;13,69;21,14;31,5
"MESALAZINE UNK";"HAEMATOCHEZIA";7;0,166914;42,14;13,69;30,99;61,47
"RIVAROXABAN";"HAEMATURIA";29;1,490886;20,06;13,69;18,8;25,33
"ETOPOSIDE";"MUCOSAL INFLAMMATION";9;0,3040035;30,01;13,67;25,24;43,84
"LANTUS";"BLOOD GLUCOSE DECREASED";9;0,3040143;29,91;13,67;25,24;43,84
"RITUXIMAB";"CHRONIC LYMPHOCYTIC LEUKAEMIA";11;0,4233643;27,8;13,67;23,34;37,84
"QUETIAPINE";"INTENTIONAL OVERDOSE";82;4,930017;17,2;13,66;16,45;19,67
"SANDOSTATIN LAR DEPOT";"ABDOMINAL PAIN";136;8,5716;16,25;13,66;15,76;18,12
"AMPYRA";"GAIT DISTURBANCE";427;28,82031;16,08;13,64;14,79;16
"BRINTELLIX";"SUICIDAL IDEATION";9;0,3043749;29,72;13,64;25,21;43,79
"PROACTIV MD ADAPALENE ACNE TREATMENT";"ACNE CYSTIC";236;15,46441;93,53;13,64;15,2;16,91
"AUBAGIO";"MULTIPLE SCLEROSIS RELAPSE";66;3,880702;17,64;13,63;16,77;20,46
"BELSOMRA";"CIRCUMSTANCE OR INFORMATION CAPABLE OF LEADING TO MEDICATION ERROR";6;0,09886016;61,68;13,63;38,91;84,44
"PROACTIV MD ADAPALENE ACNE TREATMENT";"SEBORRHOEA";293;19,45522;86,09;13,63;15,02;16,52
"SINGULAIR";"SPUTUM DISCOLOURED";8;0,2378092;34,14;13,63;27,13;49,93
"ASP2215";"PLATELET COUNT DECREASED";16;0,7120786;22,61;13,62;21,04;31,35
"ACTEMRA";"BLOOD PRESSURE SYSTOLIC INCREASED";58;3,36270737975396;18,32;13,6;16,97;20,98
"AMIODARONE";"HYPOTHYROIDISM";11;0,4257039;26,19;13,6;23,22;37,65
"COPIKTRA";"PRODUCT USE IN UNAPPROVED INDICATION";37;2,003589;18,54;13,6;18;23,44
"LEVETIRACETAM";"BEHAVIOUR DISORDER";13;0,5397706;25,4;13,6;22,13;34,44
"LUMIFY";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";36;1,94112;18,71;13,6;18,06;23,6
"AJOVY";"INJECTION SITE RASH";9;0,305348154681346;29,99;13,59;25,12;43,66
"SANDOSTATIN";"PRODUCTIVE COUGH";14;0,5977751;23,58;13,59;21,68;33,2
"REBIF";"INFLUENZA LIKE ILLNESS";35;1,879951;18,94;13,58;18,11;23,77
"METHOTREXATE TRADE NAME UNKNOWN";"PULMONARY FIBROSIS";18;0,8325277;22,51;13,57;20,42;29,74
"ACTEMRA";"PANNICULITIS";10;0,368075302991135;29,98;13,56;23,93;39,95
"INFLIXIMAB";"OXYGEN SATURATION ABNORMAL";8;0,2385261;35,86;13,56;27,03;49,78
"TRIKAFTA";"PULMONARY FUNCTION TEST DECREASED";16;0,7151872;24,5;13,56;20,95;31,22
"UPTRAVI";"FAECES SOFT";10;0,3682925;28,49;13,55;23,92;39,93
"VENLAFAXINE";"ATRIAL SEPTAL DEFECT";7;0,1674896;43,79;13,55;30,84;61,28
"DARZALEX";"PLASMA CELL MYELOMA";13;0,5424405;24,3;13,54;22,03;34,27
"LEFLUNOMIDE";"ARTHROPATHY";25;1,258681;20,16;13,54;19,09;26,3
"REBIF";"TREATMENT NONCOMPLIANCE";21;1,015717;21,08;13,53;19,7;27,93
"RITUXIMAB";"THERAPY PARTIAL RESPONDER";15;0,6585666;24,16;13,53;21,22;32,03
"TAVALISSE";"PLATELET COUNT DECREASED";22;1,076398;20,61;13,53;19,53;27,46
"APIXABAN";"CARDIAC DISORDER";62;3,647407;17,56;13,52;16,75;20,56
"MIRENA";"OVARIAN CYST";23;1,138191;22,01;13,52;19,35;27,01
"CYCLOSPORINE";"PRODUCT USE IN UNAPPROVED INDICATION";58;3,383419;17,25;13,51;16,87;20,85
"ERLOTINIB";"DISEASE PROGRESSION";13;0,5438286;24,07;13,51;21,97;34,19
"JANUVIA";"PANCREATITIS";15;0,6597397;23,07;13,5;21,18;31,97
"KORLYM";"BLOOD PRESSURE INCREASED";10;0,3698241;27,1;13,49;23,82;39,78
"MYCOPHENOLATE MOFETIL";"ASPERGILLUS INFECTION";13;0,5446085;25,1;13,49;21,94;34,15
"ABATACEPT";"TOOTH DISORDER";28;1,45109889274364;20,3;13,48;18,63;25,23
"DEXAMETHASONE";"NEUTROPENIA";113;7,106931;16,44;13,48;15,77;18,37
"VENTAVIS";"HOSPITALISATION";18;0,838152;21,57;13,48;20,28;29,55
"GLIVEC";"DECREASED IMMUNE RESPONSIVENESS";8;0,239395;34,11;13,47;26,9;49,62
"PEMETREXED";"MALIGNANT NEOPLASM PROGRESSION";15;0,661243;22,79;13,47;21,14;31,9
"PROACTIV MD ADAPALENE ACNE TREATMENT";"SKIN HYPERPIGMENTATION";421;28,76713;73,21;13,47;14,6;15,81
"VORICONAZOLE";"TREATMENT FAILURE";21;1,020057;20,76;13,47;19,62;27,81
"REPATHA";"INCORRECT DOSE ADMINISTERED BY DEVICE";60;3,53369;18,68;13,45;16,72;20,59
"ORENITRAM";"DYSPNOEA EXERTIONAL";20;0,9611124;21,09;13,44;19,78;28,28
"RESTASIS";"EYE PRURITUS";32;1,709194;19,44;13,44;18,17;24,13
"AMLODIPINE";"TOXICITY TO VARIOUS AGENTS";184;12,06024;15,87;13,43;15,18;17,12
"FUROSEMIDE";"ATRIOVENTRICULAR BLOCK";8;0,2397426;34,89;13,43;26,86;49,55
"HYDROXYCHLOROQUINE SULFATE";"JOINT SWELLING";13;0,5471111;23,85;13,43;21,85;33,99
"RAMIPRIL";"HYPOVOLAEMIC SHOCK";7;0,1679719;43,71;13,43;30,72;61,12
"METHOTREXATE SODIUM";"DRUG HYPERSENSITIVITY";354;24,08192;15,57;13,42;14,66;15,99
"LYRICA";"INTENTIONAL PRODUCT MISUSE";247;16,51053;16,63;13,41;14,91;16,54
"NIRAPARIB";"PHOTOSENSITIVITY REACTION";9;0,3084807;29,93;13,41;24,84;43,24
"SUTENT";"SECOND PRIMARY MALIGNANCY";9;0,3084416;30,09;13,41;24,84;43,25
"XIFAXAN";"THERAPY CESSATION";57;3,344266;17,3;13,41;16,77;20,77
"METHOTREXATE TRADE NAME UNKNOWN";"JOINT SWELLING";105;6,602806;16,37;13,39;15,77;18,47
"TRUVADA";"TOOTH FRACTURE";11;0,4322797;26,39;13,39;22,87;37,11
"ACETYLSALICYLIC ACID";"ABDOMINAL WALL HAEMATOMA";5;0,0413836251186656;129,38;13,38;57,02;137,2
"EPINEPHRINE";"ANAPHYLACTIC REACTION";9;0,3088891;29,35;13,38;24,8;43,19
"GAMMAGARD SD";"SINUSITIS";15;0,6658397;22,62;13,38;21;31,69
"OXYCODONE HYDROCHLORIDE";"CARDIORESPIRATORY ARREST";17;0,7845597;22,02;13,38;20,39;30,02
"PROACTIV MD ADAPALENE ACNE TREATMENT";"SKIN HYPOPIGMENTATION";104;6,540503;126,59;13,38;15,76;18,48
"NIRAPARIB";"INTESTINAL OBSTRUCTION";18;0,845399;21,69;13,37;20,11;29,3
"DIANEAL LOW CALCIUM 25 MEQL PERITONEAL DIALYSIS SOLUTION WITH  25";"DEATH";10;0,372974;26,83;13,36;23,61;39,46
"CLOPIDOGREL";"HAEMORRHAGE URINARY TRACT";6;0,09917515;65,99;13,35;38,74;84,22
"INTRON A";"PRODUCT USE IN UNAPPROVED INDICATION";19;0,9072855;20,99;13,35;19,85;28,64
"KISQALI";"LEUKOPENIA";30;1,593491;19,23;13,35;18,23;24,43
