"var1";"var2";"N";"E";"PRR";"QUANT_05";"ebgm";"QUANT_95"
"CARBIDOPALEVODOPA";"SPEECH DISORDER";88;8,13236718963847;11,51;8,97;10,73;12,74
"ALPELISIB";"STOMATITIS";28;2,17604569015333;13,08;8,96;12,44;16,91
"GOLIMUMAB";"COLITIS ULCERATIVE";40;3,34604338739741;12,5;8,95;11,71;15,11
"RIBOCICLIB";"WHITE BLOOD CELL COUNT DECREASED";46;3,93178194204876;11,87;8,95;11,5;14,58
"ACETAMINOPHENASPIRINCAFFEINE";"PRODUCT USE IN UNAPPROVED INDICATION";26;1,9847257765284;13,14;8,94;12,6;17,36
"INFLIXIMABDYYB";"NASOPHARYNGITIS";193;19,0669493697835;10,36;8,94;10,08;11,33
"LEVONORGESTREL";"DEVICE DEPLOYMENT ISSUE";21;1,47810861187266;15,57;8,94;13,37;19,3
"PIMAVANSERIN TARTRATE";"CONFUSIONAL STATE";47;4,0354971997619;11,8;8,94;11,45;14,49
"RUCAPARIB CAMSYLATE";"ANAEMIA";22;1,58082021559009;13,98;8,94;13,17;18,81
"EPOPROSTENOL";"PLEURAL EFFUSION";20;1,37361997575589;14,76;8,93;13,6;19,89
"INSULIN LISPRO";"INJURY ASSOCIATED WITH DEVICE";20;1,37383287205801;15,17;8,93;13,6;19,89
"OMALIZUMAB";"DYSPNOEA EXERTIONAL";111;10,5387731959211;11,35;8,92;10,46;12,2
"SELEXIPAG";"HEADACHE";285;28,8718407709453;10,03;8,92;9,85;10,84
"TERIFLUNOMIDE";"MOBILITY DECREASED";70;6,34586524967522;11,37;8,92;10,91;13,23
"CLOPIDOGREL BISULFATE";"ANAEMIA";95;8,9019938390417;10,88;8,91;10,59;12,5
"DEFLAZACORT";"WEIGHT INCREASED";23;1,68707936687247;13,69;8,91;12,97;18,33
"FLUTICASONE FUROATEVILANTEROL TRIFENATATE";"PRODUCT DISPENSING ERROR";21;1,48024626453886;14,45;8,91;13,34;19,27
"ADALIMUMAB";"OBSTRUCTION";46;3,96059680481754;19,36;8,89;11,41;14,47
"LORAZEPAM";"DRUG DEPENDENCE";20;1,37673955830535;14,69;8,89;13,56;19,84
"NINTEDANIB";"ABDOMINAL PAIN UPPER";83;7,6938659796054;10,96;8,89;10,69;12,76
"PROMETHAZINE HYDROCHLORIDE";"SOMNOLENCE";74;6,77636764150001;11,09;8,89;10,81;13,04
"ACETAMINOPHEN";"PRODUCT ADMINISTRATION ERROR";46;3,97366385846306;12,21;8,86;11,38;14,43
"HUMAN C1ESTERASE INHIBITOR";"INTENTIONAL PRODUCT USE ISSUE";54;4,77617646931035;11,44;8,85;11,14;13,88
"HUMAN IMMUNOGLOBULIN G";"EAR INFECTION";55;4,87820593589649;11,97;8,85;11,11;13,82
"NICOTINE";"TREATMENT NONCOMPLIANCE";23;1,69516725394184;13,85;8,85;12,89;18,24
"VILAZODONE HYDROCHLORIDE";"OFF LABEL USE";211;21,1991188699986;10,04;8,84;9,92;11,09
"EPOPROSTENOL";"WEIGHT DECREASED";79;7,32858589062344;10,88;8,83;10,67;12,8
"DULAGLUTIDE";"EXTRA DOSE ADMINISTERED";38;3,19334460090633;12,47;8,82;11,64;15,12
"OCTREOTIDE ACETATE";"HOT FLUSH";39;3,29581072215295;12,09;8,82;11,58;15
"RUXOLITINIB";"SECOND PRIMARY MALIGNANCY";21;1,4890575645532;15,13;8,82;13,24;19,16
"ALEMTUZUMAB";"HYPOAESTHESIA";44;3,79677527274623;11,73;8,81;11,38;14,51
"FESOTERODINE FUMARATE";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";22;1,59512554364591;13,86;8,81;13,03;18,63
"PAZOPANIB HYDROCHLORIDE";"MALIGNANT NEOPLASM PROGRESSION";37;3,1038542920329;12,05;8,8;11,65;15,19
"AMLODIPINE BESYLATE";"BLOOD PRESSURE SYSTOLIC INCREASED";42;3,60399332635265;12,15;8,79;11,43;14,66
"BUPRENORPHINE";"DRUG ABUSE";53;4,71037413266481;11,47;8,79;11,08;13,84
"FENTANYL";"WITHDRAWAL SYNDROME";32;2,61027376726524;12,59;8,79;11,92;15,87
"LENVATINIB";"HYPERTENSION";111;10,7205236380068;10,57;8,77;10,28;11,99
"TOFACITINIB CITRATE";"PREEXISTING CONDITION IMPROVED";56;5,03565144096038;13,43;8,75;10,97;13,6
"NIRAPARIB";"ANAEMIA";75;6,99512945398616;10,88;8,74;10,61;12,79
"INSULIN LISPRO";"VISUAL IMPAIRMENT";101;9,72319135901703;10,68;8,73;10,31;12,11
"LEFLUNOMIDE";"MUSCULOSKELETAL STIFFNESS";36;3,03458044221603;12,01;8,71;11,59;15,16
"VALSARTAN";"HEPATIC STEATOSIS";14;0,731053315316803;19,69;8,71;16,63;27,2
"VEDOLIZUMAB";"CREACTIVE PROTEIN INCREASED";55;4,9540361228542;11,57;8,71;10,94;13,6
"DUPILUMAB";"ORAL HERPES";91;8,69756994078007;11,87;8,7;10,38;12,29
"EMTRICITABINETENOFOVIR DISOPROXIL FUMARATE";"HIP ARTHROPLASTY";12;0,521589422964125;23,93;8,7;19,23;33,11
"IBRUTINIB";"WHITE BLOOD CELL COUNT INCREASED";53;4,75869073119018;11,85;8,7;10,97;13,69
"VENLAFAXINE HYDROCHLORIDE";"DRUG WITHDRAWAL SYNDROME";18;1,17095138578113;15,94;8,7;14,05;21,25
"DUPILUMAB";"INJECTION SITE RASH";67;6,20196038390852;12,31;8,69;10,68;13,01
"ETANERCEPT";"CREACTIVE PROTEIN ABNORMAL";39;3,34697752423325;13,19;8,68;11,41;14,77
"INFLIXIMAB";"HAEMATOCHEZIA";88;8,40352321655899;11,11;8,68;10,38;12,33
"OCTREOTIDE ACETATE";"HEART RATE INCREASED";52;4,66429294531172;11,38;8,68;10,98;13,73
"ATORVASTATIN";"MYALGIA";65;6,00769033581133;11;8,67;10,69;13,06
"BOSENTAN";"FLUID RETENTION";37;3,14704182760613;12,04;8,67;11,49;14,99
"METOPROLOL";"HYPOTENSION";36;3,04615504933546;11,9;8,67;11,54;15,11
"ALPHA1PROTEINASE INHIBITOR HUMAN";"NO ADVERSE EVENT";36;3,05202055970003;11,92;8,66;11,52;15,08
"FLUTICASONE";"PRODUCT DOSE OMISSION";30;2,44345430767426;12,3;8,66;11,9;16,01
"IXAZOMIB";"THROMBOCYTOPENIA";23;1,71839901980805;13,5;8,66;12,68;17,99
"METHOTREXATE";"PULMONARY FIBROSIS";31;2,54393701745315;13,04;8,66;11,83;15,83
"RAMIPRIL";"ACUTE KIDNEY INJURY";80;7,59852971206861;10,66;8,64;10,43;12,49
"ERENUMABAOOE";"DEVICE ISSUE";231;23,9584895659088;10,1;8,61;9,61;10,69
"LAMOTRIGINE";"TOXICITY TO VARIOUS AGENTS";96;9,32079127907229;10,5;8,61;10,22;12,05
"DEXAMETHASONE";"PANCYTOPENIA";37;3,17328455545949;12,01;8,6;11,39;14,86
"OCTREOTIDE ACETATE";"FEELING HOT";30;2,45852866931122;12,48;8,6;11,82;15,92
"SECUKINUMAB";"DECREASED IMMUNE RESPONSIVENESS";69;6,473698617043;12,8;8,6;10,54;12,8
"DESVENLAFAXINE SUCCINATE";"CRYING";12;0,521947870819738;23,35;8,59;19,2;33,09
"VENLAFAXINE HYDROCHLORIDE";"SUICIDAL IDEATION";46;4,09464761317176;11,52;8,59;11,04;14
"ESTRADIOL";"HOT FLUSH";35;2,97311858324028;12;8,58;11,48;15,09
"RITUXIMAB";"IMMUNODEFICIENCY";45;3,99547921219679;12,14;8,58;11,06;14,07
"VALBENAZINE";"SOMNOLENCE";115;11,3865979605403;10,34;8,58;10,03;11,67
"WARFARIN";"TOXICITY TO VARIOUS AGENTS";31;2,56419257991215;12,17;8,58;11,73;15,71
"LENVATINIB";"BLOOD PRESSURE INCREASED";95;9,26209707202412;10,47;8,57;10,18;12,01
"TEMOZOLOMIDE";"DISEASE PROGRESSION";22;1,61978023887834;13,74;8,57;12,78;18,35
"NIRAPARIB";"EMOTIONAL DISTRESS";48;4,31581645731864;11,3;8,56;10,94;13,81
"TERIFLUNOMIDE";"UNEVALUABLE EVENT";53;4,83480550402113;11,29;8,56;10,8;13,48
"MACITENTAN";"ACUTE RESPIRATORY FAILURE";29;2,36812160289191;13,06;8,54;11,83;16,03
"PIRFENIDONE";"DEATH";312;33,3072289156627;9,52;8,51;9,35;10,25
"RITUXIMAB";"NO ADVERSE EVENT";211;22,0416103650085;10,19;8,51;9,54;10,67
"CLOPIDOGREL BISULFATE";"EPISTAXIS";50;4,55669341629048;11,19;8,5;10,8;13,57
"USTEKINUMAB";"FISTULA";29;2,37658748951812;13,72;8,5;11,78;15,98
"EPOPROSTENOL";"CHEST DISCOMFORT";29;2,37885114203659;12,33;8,49;11,77;15,96
"LURASIDONE HYDROCHLORIDE";"SUICIDAL IDEATION";22;1,62698829939303;13,69;8,49;12,71;18,26
"RUXOLITINIB";"HAEMOGLOBIN ABNORMAL";15;0,842765218826985;19,5;8,49;15,65;25,1
"ALIROCUMAB";"PRODUCT STORAGE ERROR";35;3,00520509734575;11,85;8,48;11,35;14,93
"CABOZANTINIB SMALATE";"DYSPHONIA";80;7,73726423906951;10,86;8,48;10,24;12,27
"FINGOLIMOD HYDROCHLORIDE";"MOVEMENT DISORDER";63;5,93214256231562;11,49;8,48;10,49;12,86
"SELEXIPAG";"DYSPNOEA";240;25,3354854687412;9,62;8,48;9,44;10,49
"SUNITINIB MALATE";"SECOND PRIMARY MALIGNANCY";10;0,329719889293923;31,38;8,48;23,94;43,97
"SUNITINIB MALATE";"STOMATITIS";24;1,84666035219131;13,18;8,48;12,34;17,38
"OCTREOTIDE ACETATE";"HYPOGLYCAEMIA";23;1,73972992583388;13,55;8,47;12,49;17,77
"CLOPIDOGREL BISULFATE";"GASTROINTESTINAL HAEMORRHAGE";49;4,47057034484856;11,18;8,46;10,78;13,58
"EVOLOCUMAB";"DEVICE MALFUNCTION";70;6,69106139668664;11,06;8,46;10,35;12,55
"SELEXIPAG";"HYPOTENSION";86;8,40738793616587;10,4;8,46;10,14;12,07
"ADAPALENE";"SKIN TIGHTNESS";109;10,931519080288;21,34;8,44;9,9;11,56
"ETANERCEPT";"RHEUMATOID ARTHRITIS";404;43,9981317263283;10,09;8,44;9,17;9,94
"OCTREOTIDE ACETATE";"LIMB DISCOMFORT";26;2,06950847023145;12,86;8,44;12,02;16,65
"SERTRALINE HYDROCHLORIDE";"SUICIDAL IDEATION";68;6,49708245169644;10,87;8,44;10,35;12,59
"METFORMIN HYDROCHLORIDE";"ACUTE KIDNEY INJURY";261;27,8529712068613;9,77;8,43;9,34;10,34
"ADALIMUMAB";"LARGE INTESTINAL STENOSIS";23;1,74411602413983;24,4;8,42;12,45;17,72
"PAROXETINE";"DRUG ABUSE";21;1,52181318132248;13,9;8,41;12,86;18,74
"RIVAROXABAN";"HAEMORRHAGE INTRACRANIAL";42;3,76219700294144;12,52;8,41;10,94;14,04
"TOCILIZUMAB";"THERAPEUTIC PRODUCT EFFECT DECREASED";127;12,9360051095112;10,21;8,41;9,76;11,27
"TRAMADOL";"SEROTONIN SYNDROME";10;0,32977202716383;31,2;8,41;23,93;43,96
"DOCOSANOL";"CONDITION AGGRAVATED";43;3,88218579329941;11,13;8,38;10,86;13,9
"LETROZOLE";"MALIGNANT NEOPLASM PROGRESSION";45;4,08899065428682;11,15;8,38;10,81;13,75
"QUETIAPINE";"COMPLETED SUICIDE";80;7,82984154432371;10,44;8,38;10,12;12,13
"CAPECITABINE";"METASTASES TO LIVER";21;1,52440704035037;14,41;8,37;12,83;18,71
"OMALIZUMAB";"PULMONARY CONGESTION";34;2,93948748473881;12,57;8,36;11,26;14,88
"AMLODIPINE BESYLATE";"BRADYCARDIA";55;5,16661742534509;11,06;8,35;10,49;13,05
"OCTREOTIDE ACETATE";"DIABETES MELLITUS";37;3,26026572934363;11,59;8,35;11,08;14,47
"PREGABALIN";"DRUG DEPENDENCE";141;14,5999265724999;10,46;8,35;9,61;11,02
"PREGABALIN";"NERVE INJURY";30;2,51692525601867;13,2;8,35;11,52;15,55
"BUPROPION";"OVERDOSE";43;3,89675181070477;11,13;8,34;10,82;13,85
"FLUTICASONE PROPIONATESALMETEROL XINAFOATE";"UNDERDOSE";39;3,4833462953871;11,41;8,32;10,95;14,19
"DOCOSANOL";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";32;2,74412036896233;11,72;8,3;11,31;15,1
"IRINOTECAN";"NEUTROPENIA";14;0,734726862734023;19,13;8,3;16,48;27,06
"INFLIXIMAB";"CROHNS DISEASE";110;11,2307643846211;10,35;8,29;9,73;11,36
"CITALOPRAM HYDROBROMIDE";"HYPONATRAEMIA";22;1,64491069217367;13,59;8,28;12,52;18,07
"AMIKACIN";"COUGH";95;9,59511033676719;10;8,27;9,82;11,6
"OCTREOTIDE ACETATE";"FREQUENT BOWEL MOVEMENTS";19;1,30134168118562;15;8,27;13,37;20,05
"RIBOCICLIB";"GENERAL PHYSICAL HEALTH DETERIORATION";36;3,17908489348668;11,48;8,27;11,04;14,48
"ACETAMINOPHEN";"MEDICATION ERROR";43;3,93436928384291;11,49;8,26;10,72;13,72
"METHOTREXATE";"TREATMENT FAILURE";135;14,0822996276487;10,1;8,26;9,53;10,96
"TOCILIZUMAB";"LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES";90;9,06044082569007;10,34;8,25;9,85;11,68
"OMEPRAZOLE";"HYPONATRAEMIA";29;2,43062404685457;12,18;8,24;11,49;15,62
"ONABOTULINUMTOXINA";"PREGNANCY";37;3,2985349258556;12,34;8,24;10,95;14,3
"OCTREOTIDE ACETATE";"ASTHENIA";154;16,2815814284907;9,62;8,23;9,41;10,73
"ELTROMBOPAG";"HAEMOGLOBIN DECREASED";21;1,53463475249719;13,79;8,22;12,71;18,58
"INSULIN GLARGINE";"INCORRECT DOSE ADMINISTERED BY DEVICE";32;2,76637454976777;12,14;8,22;11,21;14,98
"TRASTUZUMAB";"METASTASES TO BONE";14;0,735296034480511;19,77;8,22;16,46;27,04
"NINTEDANIB";"ABDOMINAL DISCOMFORT";69;6,7819420487576;10,32;8,21;10,06;12,22
"OLAPARIB";"DEATH";166;17,6793129966675;9,47;8,21;9,35;10,61
"EPOPROSTENOL";"NAUSEA";163;17,3867760982625;9,45;8,19;9,33;10,6
"GLATIRAMER ACETATE";"MULTIPLE SCLEROSIS RELAPSE";53;5,04651566960232;10,8;8,19;10,34;12,92
"IBUPROFEN";"ANGIOEDEMA";47;4,39487050256562;11,17;8,19;10,51;13,31
"OMALIZUMAB";"ANAPHYLACTIC REACTION";89;9,01293236414826;10,58;8,19;9,79;11,62
"DIAZEPAM";"INTENTIONAL OVERDOSE";28;2,33345209181479;12,13;8,18;11,51;15,77
"ROMIPLOSTIM";"THROMBOCYTOPENIA";14;0,735654482336124;19,13;8,17;16,45;27,03
"MACITENTAN";"BLOOD BILIRUBIN INCREASED";34;3,00293275518229;12,01;8,15;11;14,56
"OCTREOTIDE ACETATE";"BLOOD GLUCOSE DECREASED";22;1,65481688745606;13,63;8,15;12,42;17,95
"CABOZANTINIB SMALATE";"DECREASED APPETITE";266;29,4762664071359;9,41;8,13;9;9,94
"CIPROFLOXACIN";"MYALGIA";72;7,1837990258908;10,2;8,13;9,92;12
"IXAZOMIB CITRATE";"ACCIDENTAL EXPOSURE TO PRODUCT";28;2,34196359907716;12,09;8,13;11,46;15,71
"PREGABALIN";"NEURALGIA";64;6,29231314004666;11,07;8,13;10,05;12,3
"EVEROLIMUS";"MALIGNANT NEOPLASM PROGRESSION";80;8,09026368727706;10,12;8,11;9,79;11,74
"PRASTERONE";"OFF LABEL USE";35;3,12308447638372;11,22;8,11;10,9;14,37
"CALCIUM CHLORIDEDEXTROSEMAGNESIUM CHLORIDESODIUM CHLORIDESODIUM LACTATE";"DEATH";313;35,0975390925404;9,07;8,1;8,9;9,76
"ALEMTUZUMAB";"MUSCULAR WEAKNESS";32;2,79976451062092;11,56;8,08;11,06;14,8
"DOXORUBICIN";"FEBRILE NEUTROPENIA";15;0,847496730521075;17,87;8,08;15,5;24,96
"FINGOLIMOD HYDROCHLORIDE";"HEMIPARESIS";37;3,35840875221043;11,97;8,07;10,74;14,04
"CYCLOSPORINE";"EXPIRED PRODUCT ADMINISTERED";37;3,36429381427622;11,43;8,05;10,72;14,02
"FREMANEZUMABVFRM";"MIGRAINE";21;1,54504277477744;13,7;8,05;12,59;18,46
"OXALIPLATIN";"THROMBOCYTOPENIA";45;4,25107208494997;10,76;8,04;10,39;13,23
"PEGVALIASEPQPZ";"ARTHRALGIA";68;6,80801967335625;10,05;8,04;9,87;12,02
"OMALIZUMAB";"ANGIOEDEMA";74;7,4945711442959;10,58;8,03;9,77;11,8
"OMALIZUMAB";"RESPIRATORY DISORDER";65;6,48482353503448;10,75;8,03;9,9;12,11
"ADAPALENE";"SCAR";272;30,5521943525997;16,78;8,02;8,88;9,8
"LENVATINIB";"DEHYDRATION";61;6,06661916327408;10,26;7,99;9,92;12,21
"ADALIMUMAB";"INJURY ASSOCIATED WITH DEVICE";155;16,8961239838546;13,26;7,98;9,13;10,4
"AMBRISENTAN";"PAIN IN JAW";37;3,39040402504356;11,31;7,97;10,63;13,91
"TOCILIZUMAB";"MUSCULOSKELETAL STIFFNESS";110;11,6790653417855;9,78;7,97;9,35;10,92
"DOXORUBICIN HYDROCHLORIDE";"DISEASE PROGRESSION";30;2,60182091510651;11,71;7,96;11,09;15,03
"OXALIPLATIN";"OXYGEN SATURATION DECREASED";28;2,37139108181735;12,02;7,96;11,29;15,51
"RUCAPARIB CAMSYLATE";"FATIGUE";67;6,77236171516213;9,92;7,95;9,78;11,92
"TRAMETINIB";"PRODUCT USE IN UNAPPROVED INDICATION";25;2,0225300770337;12,39;7,95;11,68;16,45
"CANAKINUMAB";"PYREXIA";78;8,03527995863729;9,79;7,94;9,61;11,55
"TOCILIZUMAB";"EPIGASTRIC DISCOMFORT";13;0,628469883862895;22,64;7,93;17,57;29,58
"TOPIRAMATE";"SEIZURE";35;3,18052085732037;11,1;7,92;10,68;14,11
"DALFAMPRIDINE";"FLUSHING";125;13,5308547569289;9,78;7,91;9,18;10,62
"GABAPENTIN";"DRUG ABUSE";87;9,09743264438931;9,86;7,91;9,48;11,28
"LANSOPRAZOLE";"RENAL DISORDER";29;2,49859010510126;11,89;7,89;11,12;15,19
"ADALIMUMAB";"GASTROINTESTINAL INFLAMMATION";84;8,79325162170499;14,1;7,88;9,47;11,3
"OCRELIZUMAB";"THROAT IRRITATION";34;3,08051607801563;11,42;7,88;10,69;14,19
"INFLIXIMABDYYB";"THERAPEUTIC PRODUCT EFFECT INCOMPLETE";91;9,62139216802298;9,66;7,86;9,38;11,12
"PEGFILGRASTIM";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";260;29,7548738046307;9,08;7,86;8,71;9,64
"DENOSUMAB";"PAIN IN JAW";43;4,12109454768225;10,88;7,84;10,21;13,1
"TOCILIZUMAB";"FOOT DEFORMITY";22;1,67591969030105;13,86;7,84;12,19;17,72
"OCTREOTIDE ACETATE";"HYPERHIDROSIS";52;5,15204923552848;10,28;7,83;9,93;12,44
"ERENUMABAOOE";"CONSTIPATION";234;26,7539918056648;9,11;7,82;8,72;9,7
"TIPIRACIL HYDROCHLORIDETRIFLURIDINE";"DEATH";88;9,32453217123815;9,48;7,82;9,36;11,12
"TOCILIZUMAB";"HEPATIC ENZYME INCREASED";71;7,34087739345409;10,05;7,82;9,57;11,59
"CLOZAPINE";"WHITE BLOOD CELL COUNT INCREASED";41;3,90949083025213;10,99;7,8;10,24;13,23
"PEMBROLIZUMAB";"COLITIS";35;3,21663284946493;11,22;7,8;10,55;13,95
"AXICABTAGENE CILOLEUCEL";"PYREXIA";51;5,05925034432718;10,13;7,79;9,91;12,45
"MOMETASONE FUROATE";"PRODUCT DOSE OMISSION";80;8,41634261532245;9,55;7,79;9,41;11,28
"VENLAFAXINE HYDROCHLORIDE";"RESTLESSNESS";23;1,79938651106409;13,16;7,79;11,93;17,17
"IVACAFTORTEZACAFTOR";"HOSPITALISATION";49;4,83693012221986;10,24;7,78;9,95;12,55
"EPOPROSTENOL";"EPISTAXIS";27;2,28087539483574;11,96;7,77;11,24;15,61
"IBRUTINIB";"ATRIAL FIBRILLATION";115;12,5803118713585;9,6;7,77;9,08;10,56
"AMPHETAMINE ASPARTATEAMPHETAMINE SULFATEDEXTROAMPHETAMINE SACCHARATEDEXTROAMPHETAMINE SULFATE";"FEELING ABNORMAL";57;5,77377378247212;9,96;7,76;9,73;12,06
"VENLAFAXINE HYDROCHLORIDE";"COMPLETED SUICIDE";79;8,33903953353986;9,68;7,76;9,38;11,25
"IXAZOMIB CITRATE";"NO ADVERSE EVENT";35;3,22994104075878;10,95;7,75;10,5;13,9
"ALEMTUZUMAB";"PYREXIA";88;9,41169365525572;9,44;7,74;9,27;11,02
"NINTEDANIB";"WEIGHT DECREASED";108;11,7809861878093;9,29;7,74;9,1;10,64
"EXENATIDE";"BLOOD GLUCOSE INCREASED";84;8,95056243727162;9,61;7,73;9,3;11,1
"INFLIXIMABDYYB";"WEIGHT DECREASED";164;18,5245851780725;9,03;7,73;8,81;10,01
"TACROLIMUS";"BLOOD CREATININE INCREASED";45;4,40305614814107;10,55;7,73;10,01;12,77
"GLYCOPYRROLATE";"COUGH";36;3,36015537085232;10,75;7,7;10,39;13,69
"INSULIN GLARGINE";"INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION";304;35,8207760721936;8,78;7,7;8,47;9,29
"LEFLUNOMIDE";"THERAPEUTIC PRODUCT EFFECT DECREASED";36;3,36117205931552;10,83;7,7;10,39;13,69
"LIRAGLUTIDE";"CHOLELITHIASIS";20;1,44170334420987;14,26;7,69;12,69;18,93
"SERTRALINE HYDROCHLORIDE";"APATHY";17;1,08284707528274;16,66;7,69;14,01;21,83
"BIMATOPROST";"ACCIDENTAL EXPOSURE TO PRODUCT";38;3,60225756976699;10,71;7,68;10,26;13,41
"DIMETHYL FUMARATE";"HOT FLUSH";84;9,00637385459617;9,77;7,68;9,24;11,03
"METFORMIN HYDROCHLORIDE";"HYPERKALAEMIA";42;4,07059467585452;10,81;7,68;10,08;12,98
"SOMATROPIN";"NO ADVERSE EVENT";83;8,91655333921333;9,53;7,66;9,22;11,02
"VORICONAZOLE";"TREATMENT FAILURE";21;1,56411871792978;13,54;7,66;12,36;18,22
"IXEKIZUMAB";"INJECTION SITE PAIN";117;13,0124044682155;9,15;7,65;8,93;10,38
"LANSOPRAZOLE";"HYPONATRAEMIA";32;2,89979101403812;11,29;7,65;10,61;14,28
"OLANZAPINE";"DRUG ABUSE";39;3,7348528625863;10,59;7,64;10,16;13,23
"DUPILUMAB";"DRUG DOSE OMISSION BY DEVICE";45;4,44762099244435;11,42;7,63;9,9;12,64
"INFLIXIMABDYYB";"DISEASE RECURRENCE";21;1,56517885461789;13,84;7,63;12,35;18,21
"CARBIDOPALEVODOPA";"THERAPY CESSATION";190;21,9917535269097;9,06;7,62;8,61;9,69
"LACOSAMIDE";"INTENTIONAL PRODUCT MISUSE";23;1,81002698134768;12,82;7,62;11,83;17,07
"OCTREOTIDE ACETATE";"FALL";149;16,9648351791588;8,92;7,62;8,74;9,99
"OMALIZUMAB";"BRONCHITIS";190;22,0050182699786;9,16;7,62;8,6;9,68
"SELINEXOR";"WEIGHT DECREASED";61;6,33735808723535;9,7;7,62;9,49;11,69
"DALFAMPRIDINE";"FALL";474;57,6319153280993;8,65;7,61;8,21;8,85
"CEFTOLOZANE SULFATETAZOBACTAM SODIUM";"PRODUCT USE ISSUE";12;0,524289730143075;22,95;7,6;19,05;32,94
"DABIGATRAN ETEXILATE MESYLATE";"CEREBROVASCULAR ACCIDENT";51;5,16923518089668;10,03;7,6;9,69;12,18
"DICLOFENAC SODIUM";"PRODUCT USE IN UNAPPROVED INDICATION";85;9,2242493232939;9,3;7,6;9,13;10,89
"TOCILIZUMAB";"SKIN ULCER";38;3,63115932898561;10,92;7,6;10,16;13,3
"LEVETIRACETAM";"AGGRESSION";34;3,15302030335551;11,16;7,59;10,4;13,87
"MACITENTAN";"CHEST PAIN";181;21,0094890923231;9;7,58;8,58;9,68
"NIRAPARIB";"BLOOD COUNT ABNORMAL";21;1,56729043834914;13,66;7,58;12,32;18,18
"RUXOLITINIB";"HAEMATOCRIT DECREASED";34;3,15390664714393;11,36;7,58;10,4;13,86
"METHOTREXATE";"JOINT SWELLING";174;20,1760522073871;9,03;7,57;8,59;9,72
"ABEMACICLIB";"THERAPY CESSATION";42;4,12097723747496;10,3;7,56;9,94;12,82
"NIRAPARIB";"INTESTINAL OBSTRUCTION";20;1,44578313253012;14,11;7,56;12,64;18,88
"ALPRAZOLAM";"SUICIDE ATTEMPT";27;2,30720501913894;12,01;7,55;11,07;15,43
"CABOZANTINIB SMALATE";"MALIGNANT NEOPLASM PROGRESSION";139;15,8836369640118;9,11;7,55;8,7;9,99
"ALEMTUZUMAB";"UNEVALUABLE EVENT";23;1,81484538949161;12,84;7,54;11,78;17,02
"ADAPALENE";"OVERDOSE";2028;259,833799677614;13,1;7,52;7,8;8,09
"INFLIXIMAB";"CONDITION AGGRAVATED";430;52,6949630472847;8,53;7,52;8,15;8,81
"VENLAFAXINE HYDROCHLORIDE";"FOETAL EXPOSURE DURING PREGNANCY";53;5,45707532618755;9,92;7,52;9,54;11,95
"MIRTAZAPINE";"CONFUSIONAL STATE";36;3,41578647804344;10,64;7,51;10,19;13,47
"LEVETIRACETAM";"MATERNAL EXPOSURE DURING PREGNANCY";76;8,2427017844186;9,49;7,5;9,12;10,99
"OCTREOTIDE ACETATE";"WEIGHT DECREASED";129;14,7709192340947;8,87;7,49;8,68;10,02
"POLYETHYLENE GLYCOL 3350";"PRODUCT USE ISSUE";61;6,4439974104858;9,59;7,48;9,33;11,49
"ERENUMABAOOE";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";266;32,0550923492021;8,63;7,47;8,27;9,14
"AMLODIPINE BESYLATE";"BODY TEMPERATURE DECREASED";25;2,06817895454881;12,63;7,45;11,33;16,08
"NIRAPARIB";"DEHYDRATION";43;4,28659318123558;10,17;7,45;9,78;12,59
"ETOPOSIDE";"THROMBOCYTOPENIA";21;1,57239125995507;13,46;7,44;12,26;18,12
"TOFACITINIB CITRATE";"BLOOD CHOLESTEROL INCREASED";127;14,6217918916923;9,99;7,43;8,63;9,97
"ABATACEPT";"RED BLOOD CELL SEDIMENTATION RATE INCREASED";32;2,94353251447912;11,74;7,42;10,41;14,07
"LORAZEPAM";"COMPLETED SUICIDE";31;2,81903814319666;11,09;7,42;10,51;14,28
"SACUBITRILVALSARTAN";"HYPOTENSION";278;33,842782598117;8,67;7,41;8,19;9,03
"ADALIMUMAB";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";1730;224,990967114039;10,28;7,39;7,69;7,99
"AZITHROMYCIN ANHYDROUS";"DRUG HYPERSENSITIVITY";42;4,18375123284338;10,1;7,39;9,77;12,63
"DIMETHYL FUMARATE";"COGNITIVE DISORDER";56;5,90351887173649;9,94;7,39;9,33;11,61
"VENETOCLAX";"NEUTROPENIA";105;11,9463762008003;9,05;7,39;8,72;10,22
"OCTREOTIDE ACETATE";"DISCOMFORT";29;2,57503725685287;11,5;7,38;10,69;14,73
"DALFAMPRIDINE";"ILLDEFINED DISORDER";84;9,36493467559383;9,48;7,37;8,88;10,61
"EVOLOCUMAB";"WRONG TECHNIQUE IN PRODUCT USAGE PROCESS";289;35,4717912399689;8,5;7,37;8,13;8,94
"ETANERCEPT";"SYNOVITIS";83;9,25022267215273;9,83;7,36;8,88;10,62
